id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,month,quarter,day_of_year,week_of_year,year,weekday_sin,weekday_cos,month_sin,month_cos,sales_lag_7,sales_lag_14,sales_lag_28,sales_lag_35,sales_lag_42,sales_rolling_mean_7,sales_rolling_std_7,sales_rolling_mean_14,sales_rolling_std_14,sales_rolling_mean_28,sales_rolling_std_28
SYNTH_000_X_X_validation,0,0,0,0,0,d_19,0,2011-02-16,2011_07,2,2,1,47,7,2011,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_20,0,2011-02-17,2011_07,3,2,1,48,7,2011,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_21,0,2011-02-18,2011_07,4,2,1,49,7,2011,-0.8660254037844384,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_22,0,2011-02-19,2011_07,5,2,1,50,7,2011,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_23,0,2011-02-20,2011_07,6,2,1,51,7,2011,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_24,0,2011-02-21,2011_08,0,2,1,52,8,2011,0.0,1.0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_25,0,2011-02-22,2011_08,1,2,1,53,8,2011,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_26,0,2011-02-23,2011_08,2,2,1,54,8,2011,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_27,0,2011-02-24,2011_08,3,2,1,55,8,2011,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_28,0,2011-02-25,2011_08,4,2,1,56,8,2011,-0.8660254037844384,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_29,0,2011-02-26,2011_08,5,2,1,57,8,2011,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_30,0,2011-02-27,2011_08,6,2,1,58,8,2011,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_31,0,2011-02-28,2011_09,0,2,1,59,9,2011,0.0,1.0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_32,0,2011-03-01,2011_09,1,3,1,60,9,2011,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_33,0,2011-03-02,2011_09,2,3,1,61,9,2011,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_34,0,2011-03-03,2011_09,3,3,1,62,9,2011,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_35,0,2011-03-04,2011_09,4,3,1,63,9,2011,-0.8660254037844384,-0.5000000000000004,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_36,0,2011-03-05,2011_09,5,3,1,64,9,2011,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_37,0,2011-03-06,2011_09,6,3,1,65,9,2011,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_38,0,2011-03-07,2011_10,0,3,1,66,10,2011,0.0,1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_39,0,2011-03-08,2011_10,1,3,1,67,10,2011,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_40,0,2011-03-09,2011_10,2,3,1,68,10,2011,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_41,0,2011-03-10,2011_10,3,3,1,69,10,2011,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_42,0,2011-03-11,2011_10,4,3,1,70,10,2011,-0.8660254037844384,-0.5000000000000004,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_43,0,2011-03-12,2011_10,5,3,1,71,10,2011,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_44,0,2011-03-13,2011_10,6,3,1,72,10,2011,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_45,0,2011-03-14,2011_11,0,3,1,73,11,2011,0.0,1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_46,0,2011-03-15,2011_11,1,3,1,74,11,2011,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_47,0,2011-03-16,2011_11,2,3,1,75,11,2011,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_48,0,2011-03-17,2011_11,3,3,1,76,11,2011,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_49,0,2011-03-18,2011_11,4,3,1,77,11,2011,-0.8660254037844384,-0.5000000000000004,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_50,0,2011-03-19,2011_11,5,3,1,78,11,2011,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_51,0,2011-03-20,2011_11,6,3,1,79,11,2011,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_52,0,2011-03-21,2011_12,0,3,1,80,12,2011,0.0,1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_53,0,2011-03-22,2011_12,1,3,1,81,12,2011,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_54,0,2011-03-23,2011_12,2,3,1,82,12,2011,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_55,0,2011-03-24,2011_12,3,3,1,83,12,2011,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_56,0,2011-03-25,2011_12,4,3,1,84,12,2011,-0.8660254037844384,-0.5000000000000004,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_57,0,2011-03-26,2011_12,5,3,1,85,12,2011,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_58,0,2011-03-27,2011_12,6,3,1,86,12,2011,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_59,0,2011-03-28,2011_13,0,3,1,87,13,2011,0.0,1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_60,0,2011-03-29,2011_13,1,3,1,88,13,2011,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_61,0,2011-03-30,2011_13,2,3,1,89,13,2011,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_62,0,2011-03-31,2011_13,3,3,1,90,13,2011,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_63,0,2011-04-01,2011_13,4,4,2,91,13,2011,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_64,0,2011-04-02,2011_13,5,4,2,92,13,2011,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_65,0,2011-04-03,2011_13,6,4,2,93,13,2011,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_66,0,2011-04-04,2011_14,0,4,2,94,14,2011,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_67,0,2011-04-05,2011_14,1,4,2,95,14,2011,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_68,0,2011-04-06,2011_14,2,4,2,96,14,2011,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_69,0,2011-04-07,2011_14,3,4,2,97,14,2011,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_70,0,2011-04-08,2011_14,4,4,2,98,14,2011,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_71,0,2011-04-09,2011_14,5,4,2,99,14,2011,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_72,0,2011-04-10,2011_14,6,4,2,100,14,2011,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_73,0,2011-04-11,2011_15,0,4,2,101,15,2011,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_74,0,2011-04-12,2011_15,1,4,2,102,15,2011,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_75,0,2011-04-13,2011_15,2,4,2,103,15,2011,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_76,0,2011-04-14,2011_15,3,4,2,104,15,2011,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNTH_000_X_X_validation,0,0,0,0,0,d_77,22,2011-04-15,2011_15,4,4,2,105,15,2011,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,3.142857142857143,8.315218406203,1.5714285714285714,5.879747322073336,0.7857142857142857,4.157609203101499
SYNTH_000_X_X_validation,0,0,0,0,0,d_78,22,2011-04-16,2011_15,5,4,2,106,15,2011,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,6.285714285714286,10.734900802433865,3.142857142857143,7.989003431228191,1.5714285714285714,5.769835811442583
SYNTH_000_X_X_validation,0,0,0,0,0,d_79,22,2011-04-17,2011_15,6,4,2,107,15,2011,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,9.428571428571429,11.759494644146674,4.714285714285714,9.36793689977904,2.357142857142857,6.929348671835832
SYNTH_000_X_X_validation,0,0,0,0,0,d_80,22,2011-04-18,2011_16,0,4,2,108,16,2011,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,12.571428571428571,11.759494644146674,6.285714285714286,10.313759080646898,3.142857142857143,7.839663096097782
SYNTH_000_X_X_validation,0,0,0,0,0,d_81,22,2011-04-19,2011_16,1,4,2,109,16,2011,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,15.714285714285714,10.734900802433865,7.857142857142857,10.939393478174631,3.9285714285714284,8.580462611324556
SYNTH_000_X_X_validation,0,0,0,0,0,d_82,22,2011-04-20,2011_16,2,4,2,110,16,2011,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,18.857142857142858,8.315218406203,9.428571428571429,11.2981570022881,4.714285714285714,9.192819834410795
SYNTH_000_X_X_validation,0,0,0,0,0,d_83,22,2011-04-21,2011_16,3,4,2,111,16,2011,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,0.0,22.0,0.0,11.0,11.41523947658096,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_84,0,2011-04-22,2011_16,4,4,2,112,16,2011,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,22.0,0.0,0.0,0.0,0.0,18.857142857142858,8.315218406203,11.0,11.41523947658096,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_85,0,2011-04-23,2011_16,5,4,2,113,16,2011,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,22.0,0.0,0.0,0.0,0.0,15.714285714285714,10.734900802433867,11.0,11.41523947658096,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_86,0,2011-04-24,2011_16,6,4,2,114,16,2011,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,22.0,0.0,0.0,0.0,0.0,12.571428571428571,11.759494644146674,11.0,11.41523947658096,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_87,0,2011-04-25,2011_17,0,4,2,115,17,2011,0.0,1.0,0.8660254037844387,-0.4999999999999998,22.0,0.0,0.0,0.0,0.0,9.428571428571429,11.759494644146676,11.0,11.41523947658096,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_88,0,2011-04-26,2011_17,1,4,2,116,17,2011,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,22.0,0.0,0.0,0.0,0.0,6.285714285714286,10.734900802433868,11.0,11.41523947658096,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_89,0,2011-04-27,2011_17,2,4,2,117,17,2011,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,22.0,0.0,0.0,0.0,0.0,3.142857142857143,8.315218406203003,11.0,11.41523947658096,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_90,0,2011-04-28,2011_17,3,4,2,118,17,2011,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,22.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.41523947658096,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_91,0,2011-04-29,2011_17,4,4,2,119,17,2011,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0.0,22.0,0.0,0.0,0.0,0.0,0.0,9.428571428571429,11.2981570022881,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_92,0,2011-04-30,2011_17,5,4,2,120,17,2011,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0.0,22.0,0.0,0.0,0.0,0.0,0.0,7.857142857142857,10.939393478174631,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_93,0,2011-05-01,2011_17,6,5,2,121,17,2011,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387,0.0,22.0,0.0,0.0,0.0,0.0,0.0,6.285714285714286,10.313759080646898,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_94,0,2011-05-02,2011_18,0,5,2,122,18,2011,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.0,22.0,0.0,0.0,0.0,0.0,0.0,4.714285714285714,9.36793689977904,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_95,0,2011-05-03,2011_18,1,5,2,123,18,2011,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.0,22.0,0.0,0.0,0.0,0.0,0.0,3.142857142857143,7.989003431228191,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_96,0,2011-05-04,2011_18,2,5,2,124,18,2011,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,5.879747322073336,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_97,0,2011-05-05,2011_18,3,5,2,125,18,2011,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,9.701088140570166
SYNTH_000_X_X_validation,0,0,0,0,0,d_98,0,2011-05-06,2011_18,4,5,2,126,18,2011,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,9.701088140570166
